date,min,max,normal_min,normal_max
19420210,51.0,42.0,65.1,47.5
19420211,56.0,39.0,65.3,47.7
19420212,54.0,34.0,65.4,47.9
19420213,57.0,42.0,65.6,48.1
19420214,61.0,49.0,65.7,48.3
19420215,75.0,58.0,65.9,48.5
19420216,68.0,53.0,66.1,48.7
19420217,65.0,49.0,66.3,48.9
19420218,55.0,36.0,66.5,49.1
19420219,44.0,32.0,66.7,49.3
19420220,51.0,38.0,66.9,49.5
19420221,57.0,37.0,67.1,49.8
19420222,67.0,48.0,67.3,50.0
19420223,76.0,50.0,67.5,50.2
19420224,52.0,39.0,67.7,50.4
19420225,54.0,43.0,67.9,50.6
19420226,62.0,40.0,68.2,50.8
19420227,52.0,37.0,68.4,51.0
19420228,51.0,41.0,68.6,51.2
19420301,53.0,40.0,68.8,51.4
19420302,60.0,40.0,69.1,51.6
19420303,60.0,34.0,69.3,51.8
19420304,56.0,46.0,69.6,52.0
19420305,61.0,41.0,69.8,52.2
19420306,70.0,40.0,70.0,52.4
19420307,72.0,41.0,70.3,52.6
19420308,59.0,40.0,70.5,52.8
19420309,73.0,40.0,70.8,53.0
19420310,71.0,49.0,71.0,53.2
19420311,76.0,54.0,71.3,53.4
19420312,73.0,60.0,71.5,53.6
19420313,89.0,62.0,71.7,53.8
19420314,79.0,62.0,72.0,53.9
19420315,74.0,63.0,72.2,54.1
19420316,84.0,58.0,72.5,54.3
19420317,81.0,51.0,72.7,54.5
19420318,71.0,48.0,72.9,54.7
19420319,70.0,46.0,73.2,54.9
19420320,75.0,61.0,73.4,55.0
19420321,68.0,43.0,73.6,55.2
19420322,71.0,44.0,73.8,55.4
19420323,70.0,43.0,74.1,55.6
19420324,72.0,52.0,74.3,55.8
19420325,72.0,60.0,74.5,56.0
19420326,77.0,61.0,74.7,56.2
19420327,66.0,50.0,74.9,56.3
19420328,65.0,39.0,75.1,56.5
19420329,70.0,41.0,75.3,56.7
19420330,76.0,50.0,75.5,56.9
19420331,68.0,50.0,75.7,57.1
19420401,,,75.9,57.3
19420402,,,76.1,57.6
19420403,,,76.3,57.8
19420404,,,76.5,58.0
19420405,,,76.7,58.2
19420406,,,76.9,58.4
19420407,,,77.1,58.7
19420408,,,77.3,58.9
19420409,,,77.5,59.2
19420410,,,77.7,59.4
19420411,,,77.9,59.6
19420412,,,78.1,59.9
19420413,,,78.3,60.1
19420414,,,78.5,60.4
19420415,,,78.7,60.7
19420416,,,78.9,60.9
19420417,,,79.1,61.2
19420418,,,79.3,61.5
19420419,,,79.5,61.7
19420420,,,79.7,62.0
19420421,,,79.9,62.3
19420422,,,80.1,62.6
19420423,,,80.3,62.8
19420424,,,80.5,63.1
19420425,,,80.7,63.4
19420426,,,80.9,63.7
19420427,,,81.1,64.0
19420428,,,81.4,64.2
19420429,,,81.6,64.5
19420430,,,81.8,64.8
19420501,,,82.0,65.1
19420502,,,82.3,65.3
19420503,,,82.5,65.6
19420504,,,82.7,65.9
19420505,,,83.0,66.1
19420506,,,83.2,66.4
19420507,,,83.4,66.7
19420508,,,83.7,66.9
19420509,,,83.9,67.2
19420510,,,84.1,67.4
19420511,,,84.4,67.7
19420512,,,84.6,67.9
19420513,,,84.8,68.1
19420514,,,85.1,68.4
19420515,,,85.3,68.6
19420516,,,85.5,68.8
19420517,,,85.7,69.1
19420518,,,85.9,69.3
19420519,,,86.2,69.5
19420520,,,86.4,69.7
19420521,,,86.6,69.9
19420522,,,86.8,70.1
19420523,,,87.0,70.3
19420524,,,87.2,70.5
19420525,,,87.4,70.7
19420526,,,87.5,70.9
19420527,,,87.7,71.1
19420528,,,87.9,71.3
19420529,,,88.1,71.5
19420530,,,88.2,71.7
19420531,,,88.4,71.8
19420601,,,88.6,72.0
19420602,,,88.7,72.2
19420603,,,88.8,72.3
19420604,,,89.0,72.5
19420605,,,89.1,72.7
19420606,,,89.2,72.8
19420607,,,89.4,73.0
19420608,,,89.5,73.1
19420609,,,89.6,73.2
19420610,,,89.7,73.4
19420611,,,89.8,73.5
19420612,,,89.9,73.6
19420613,,,90.0,73.8
19420614,,,90.1,73.9
19420615,,,90.2,74.0
19420616,,,90.3,74.1
19420617,,,90.3,74.2
19420618,,,90.4,74.3
19420619,,,90.5,74.4
19420620,,,90.6,74.5
19420621,,,90.6,74.6
19420622,,,90.7,74.7
19420623,,,90.8,74.8
19420624,,,90.8,74.9
19420625,,,90.9,74.9
19420626,,,91.0,75.0
19420627,,,91.0,75.1
19420628,,,91.1,75.1
19420629,,,91.1,75.2
19420630,,,91.2,75.2
19420701,,,91.2,75.2
19420702,,,91.3,75.3
19420703,,,91.4,75.3
19420704,,,91.4,75.4
19420705,,,91.5,75.4
19420706,,,91.5,75.4
19420707,,,91.6,75.4
19420708,,,91.6,75.4
19420709,,,91.7,75.5
19420710,,,91.8,75.5
19420711,,,91.8,75.5
19420712,,,91.9,75.5
19420713,,,91.9,75.5
19420714,,,92.0,75.5
19420715,,,92.1,75.5
19420716,,,92.1,75.5
19420717,,,92.2,75.5
19420718,,,92.2,75.5
19420719,,,92.3,75.5
19420720,,,92.3,75.5
19420721,,,92.4,75.5
19420722,,,92.5,75.6
19420723,,,92.5,75.6
19420724,,,92.6,75.6
19420725,,,92.6,75.6
19420726,,,92.7,75.6
19420727,,,92.7,75.6
19420728,,,92.8,75.6
19420729,,,92.8,75.6
19420730,,,92.8,75.7
19420731,,,92.9,75.7
19420801,,,92.9,75.7
19420802,,,92.9,75.7
19420803,,,93.0,75.7
19420804,,,93.0,75.7
19420805,,,93.0,75.8
19420806,,,93.0,75.8
19420807,,,93.0,75.8
19420808,,,93.0,75.8
19420809,,,93.0,75.8
19420810,,,93.0,75.9
19420811,,,93.0,75.9
19420812,,,93.0,75.9
19420813,,,93.0,75.9
19420814,,,92.9,75.9
19420815,,,92.9,75.9
19420816,,,92.9,75.9
19420817,,,92.8,75.9
19420818,,,92.7,75.9
19420819,,,92.7,75.9
19420820,,,92.6,75.8
19420821,,,92.5,75.8
19420822,,,92.5,75.8
19420823,,,92.4,75.7
19420824,,,92.3,75.6
19420825,,,92.2,75.6
19420826,,,92.1,75.5
19420827,,,91.9,75.4
19420828,,,91.8,75.3
19420829,,,91.7,75.2
19420830,,,91.5,75.1
19420831,,,91.4,75.0
19420901,,,91.3,74.9
19420902,,,91.1,74.7
19420903,,,90.9,74.6
19420904,,,90.8,74.4
19420905,,,90.6,74.2
19420906,,,90.4,74.1
19420907,,,90.2,73.9
19420908,,,90.0,73.7
19420909,,,89.9,73.5
19420910,,,89.7,73.2
19420911,,,89.5,73.0
19420912,,,89.3,72.8
19420913,,,89.0,72.5
19420914,,,88.8,72.3
19420915,,,88.6,72.0
19420916,,,88.4,71.8
19420917,,,88.2,71.5
19420918,,,88.0,71.3
19420919,,,87.7,71.0
19420920,,,87.5,70.7
19420921,,,87.3,70.4
19420922,,,87.0,70.1
19420923,,,86.8,69.8
19420924,,,86.6,69.5
19420925,,,86.3,69.2
19420926,,,86.1,69.0
19420927,,,85.9,68.7
19420928,,,85.6,68.4
19420929,,,85.4,68.1
19420930,,,85.2,67.8
19421001,,,84.9,67.5
19421002,,,84.7,67.2
19421003,,,84.4,66.9
19421004,,,84.2,66.6
19421005,,,84.0,66.3
19421006,,,83.7,66.0
19421007,,,83.5,65.7
19421008,,,83.2,65.4
19421009,,,83.0,65.1
19421010,,,82.7,64.8
19421011,,,82.5,64.5
19421012,,,82.3,64.2
19421013,,,82.0,64.0
19421014,,,81.8,63.7
19421015,,,81.5,63.4
19421016,,,81.3,63.1
19421017,,,81.0,62.8
19421018,,,80.8,62.5
19421019,,,80.5,62.2
19421020,,,80.2,62.0
19421021,,,80.0,61.7
19421022,,,79.7,61.4
19421023,,,79.5,61.1
19421024,,,79.2,60.8
19421025,,,78.9,60.5
19421026,,,78.7,60.2
19421027,,,78.4,59.9
19421028,,,78.1,59.6
19421029,,,77.8,59.3
19421030,,,77.5,59.0
19421031,,,77.3,58.7
19421101,79.0,51.0,77.0,58.4
19421102,84.0,60.0,76.7,58.1
19421103,74.0,64.0,76.4,57.8
19421104,80.0,65.0,76.1,57.5
19421105,84.0,65.0,75.8,57.2
19421106,80.0,65.0,75.5,56.9
19421107,81.0,63.0,75.1,56.6
19421108,81.0,59.0,74.8,56.2
19421109,83.0,59.0,74.5,55.9
19421110,70.0,52.0,74.2,55.6
19421111,64.0,44.0,73.9,55.3
19421112,69.0,39.0,73.6,55.0
19421113,76.0,40.0,73.2,54.6
19421114,75.0,46.0,72.9,54.3
19421115,77.0,53.0,72.6,54.0
19421116,81.0,64.0,72.2,53.7
19421117,82.0,63.0,71.9,53.4
19421118,82.0,60.0,71.6,53.1
19421119,81.0,60.0,71.3,52.7
19421120,81.0,67.0,70.9,52.4
19421121,81.0,42.0,70.6,52.1
19421122,55.0,39.0,70.3,51.8
19421123,62.0,34.0,70.0,51.5
19421124,73.0,39.0,69.7,51.2
19421125,81.0,53.0,69.3,50.9
19421126,64.0,44.0,69.0,50.7
19421127,58.0,37.0,68.7,50.4
19421128,74.0,52.0,68.4,50.1
19421129,65.0,43.0,68.1,49.8
19421130,70.0,40.0,67.8,49.6
19421201,66.0,43.0,67.5,49.3
19421202,75.0,39.0,67.3,49.1
19421203,80.0,49.0,67.0,48.8
19421204,59.0,41.0,66.7,48.6
19421205,78.0,52.0,66.5,48.4
19421206,53.0,46.0,66.2,48.2
19421207,46.0,40.0,66.0,48.0
19421208,57.0,34.0,65.7,47.8
19421209,50.0,36.0,65.5,47.6
19421210,56.0,47.0,65.3,47.4
19421211,66.0,48.0,65.1,47.2
19421212,70.0,38.0,64.9,47.0
19421213,72.0,36.0,64.7,46.9
19421214,73.0,48.0,64.5,46.7
19421215,77.0,48.0,64.3,46.6
19421216,61.0,43.0,64.1,46.4
19421217,72.0,39.0,64.0,46.3
19421218,73.0,50.0,63.8,46.2
19421219,74.0,56.0,63.7,46.0
19421220,75.0,54.0,63.6,45.9
19421221,69.0,52.0,63.5,45.8
19421222,69.0,48.0,63.3,45.7
19421223,68.0,41.0,63.2,45.6
19421224,80.0,55.0,63.2,45.5
19421225,80.0,66.0,63.1,45.5
19421226,75.0,57.0,63.0,45.4
19421227,60.0,38.0,62.9,45.3
19421228,42.0,36.0,62.9,45.2
19421229,54.0,38.0,62.8,45.2
19421230,67.0,36.0,62.8,45.1
19421231,71.0,38.0,62.7,45.1
19430101,77.0,47.0,62.7,45.0
19430102,74.0,53.0,62.7,45.0
19430103,78.0,50.0,62.7,45.0
19430104,55.0,42.0,62.6,44.9
19430105,53.0,39.0,62.6,44.9
19430106,60.0,44.0,62.6,44.9
19430107,49.0,42.0,62.6,44.8
19430108,43.0,39.0,62.6,44.8
19430109,55.0,32.0,62.7,44.8
19430110,66.0,40.0,62.7,44.8
19430111,61.0,48.0,62.7,44.8
19430112,54.0,50.0,62.7,44.8
19430113,55.0,46.0,62.7,44.8
19430114,70.0,47.0,62.8,44.8
19430115,74.0,48.0,62.8,44.9
19430116,78.0,60.0,62.9,44.9
19430117,63.0,43.0,62.9,44.9
19430118,48.0,32.0,62.9,44.9
19430119,35.0,19.0,63.0,45.0
19430120,49.0,27.0,63.0,45.0
19430121,71.0,35.0,63.1,45.1
19430122,80.0,52.0,63.2,45.1
19430123,82.0,64.0,63.2,45.2
19430124,78.0,66.0,63.3,45.3
19430125,67.0,30.0,63.4,45.4
19430126,35.0,26.0,63.4,45.5
19430127,52.0,29.0,63.5,45.5
19430128,57.0,32.0,63.6,45.6
19430129,68.0,39.0,63.7,45.8
19430130,74.0,44.0,63.8,45.9
19430131,73.0,52.0,63.9,46.0
19430201,68.0,51.0,64.0,46.1
19430202,73.0,54.0,64.1,46.2
19430203,76.0,64.0,64.2,46.4
19430204,73.0,57.0,64.3,46.5
19430205,72.0,57.0,64.4,46.7
19430206,67.0,49.0,64.6,46.8
19430207,72.0,43.0,64.7,47.0
19430208,73.0,46.0,64.8,47.2
19430209,75.0,58.0,65.0,47.4
19430210,67.0,38.0,65.1,47.5
19430211,60.0,29.0,65.3,47.7
19430212,67.0,36.0,65.4,47.9
19430213,68.0,33.0,65.6,48.1
19430214,79.0,40.0,65.7,48.3
19430215,58.0,37.0,65.9,48.5
19430216,55.0,41.0,66.1,48.7
19430217,72.0,42.0,66.3,48.9
19430218,62.0,54.0,66.5,49.1
19430219,69.0,53.0,66.7,49.3
19430220,73.0,55.0,66.9,49.5
19430221,73.0,50.0,67.1,49.8
19430222,73.0,45.0,67.3,50.0
19430223,76.0,43.0,67.5,50.2
19430224,80.0,58.0,67.7,50.4
19430225,68.0,57.0,67.9,50.6
19430226,65.0,48.0,68.2,50.8
19430227,58.0,39.0,68.4,51.0
19430228,69.0,47.0,68.6,51.2
19430301,68.0,52.0,68.8,51.4
19430302,61.0,29.0,69.1,51.6
19430303,43.0,22.0,69.3,51.8
19430304,59.0,34.0,69.6,52.0
19430305,77.0,58.0,69.8,52.2
19430306,59.0,37.0,70.0,52.4
19430307,52.0,29.0,70.3,52.6
19430308,55.0,37.0,70.5,52.8
19430309,70.0,41.0,70.8,53.0
19430310,74.0,57.0,71.0,53.2
19430311,74.0,54.0,71.3,53.4
19430312,78.0,63.0,71.5,53.6
19430313,72.0,54.0,71.7,53.8
19430314,73.0,54.0,72.0,53.9
19430315,79.0,67.0,72.2,54.1
19430316,77.0,55.0,72.5,54.3
19430317,71.0,49.0,72.7,54.5
19430318,81.0,60.0,72.9,54.7
19430319,78.0,52.0,73.2,54.9
19430320,57.0,48.0,73.4,55.0
19430321,66.0,44.0,73.6,55.2
19430322,61.0,40.0,73.8,55.4
19430323,65.0,43.0,74.1,55.6
19430324,65.0,55.0,74.3,55.8
19430325,67.0,55.0,74.5,56.0
19430326,66.0,50.0,74.7,56.2
19430327,76.0,49.0,74.9,56.3
19430328,75.0,52.0,75.1,56.5
19430329,78.0,53.0,75.3,56.7
19430330,76.0,53.0,75.5,56.9
19430331,77.0,56.0,75.7,57.1
19430401,,,75.9,57.3
19430402,,,76.1,57.6
19430403,,,76.3,57.8
19430404,,,76.5,58.0
19430405,,,76.7,58.2
19430406,,,76.9,58.4
19430407,,,77.1,58.7
19430408,,,77.3,58.9
19430409,,,77.5,59.2
19430410,,,77.7,59.4
19430411,,,77.9,59.6
19430412,,,78.1,59.9
19430413,,,78.3,60.1
19430414,,,78.5,60.4
19430415,,,78.7,60.7
19430416,,,78.9,60.9
19430417,,,79.1,61.2
19430418,,,79.3,61.5
19430419,,,79.5,61.7
19430420,,,79.7,62.0
19430421,,,79.9,62.3
19430422,,,80.1,62.6
19430423,,,80.3,62.8
19430424,,,80.5,63.1
19430425,,,80.7,63.4
19430426,,,80.9,63.7
19430427,,,81.1,64.0
19430428,,,81.4,64.2
19430429,,,81.6,64.5
19430430,,,81.8,64.8
19430501,,,82.0,65.1
19430502,,,82.3,65.3
19430503,,,82.5,65.6
19430504,,,82.7,65.9
19430505,,,83.0,66.1
19430506,,,83.2,66.4
19430507,,,83.4,66.7
19430508,,,83.7,66.9
19430509,,,83.9,67.2
19430510,,,84.1,67.4
19430511,,,84.4,67.7
19430512,,,84.6,67.9
19430513,,,84.8,68.1
19430514,,,85.1,68.4
19430515,,,85.3,68.6
19430516,,,85.5,68.8
19430517,,,85.7,69.1
19430518,,,85.9,69.3
19430519,,,86.2,69.5
19430520,,,86.4,69.7
19430521,,,86.6,69.9
19430522,,,86.8,70.1
19430523,,,87.0,70.3
19430524,,,87.2,70.5
19430525,,,87.4,70.7
19430526,,,87.5,70.9
19430527,,,87.7,71.1
19430528,,,87.9,71.3
19430529,,,88.1,71.5
19430530,,,88.2,71.7
19430531,,,88.4,71.8
19430601,,,88.6,72.0
19430602,,,88.7,72.2
19430603,,,88.8,72.3
19430604,,,89.0,72.5
19430605,,,89.1,72.7
19430606,,,89.2,72.8
19430607,,,89.4,73.0
19430608,,,89.5,73.1
19430609,,,89.6,73.2
19430610,,,89.7,73.4
19430611,,,89.8,73.5
19430612,,,89.9,73.6
19430613,,,90.0,73.8
19430614,,,90.1,73.9
19430615,,,90.2,74.0
19430616,,,90.3,74.1
19430617,,,90.3,74.2
19430618,,,90.4,74.3
19430619,,,90.5,74.4
19430620,,,90.6,74.5
19430621,,,90.6,74.6
19430622,,,90.7,74.7
19430623,,,90.8,74.8
19430624,,,90.8,74.9
19430625,,,90.9,74.9
19430626,,,91.0,75.0
19430627,,,91.0,75.1
19430628,,,91.1,75.1
19430629,,,91.1,75.2
19430630,,,91.2,75.2
19430701,,,91.2,75.2
19430702,,,91.3,75.3
19430703,,,91.4,75.3
19430704,,,91.4,75.4
19430705,,,91.5,75.4
19430706,,,91.5,75.4
19430707,,,91.6,75.4
19430708,,,91.6,75.4
19430709,,,91.7,75.5
19430710,,,91.8,75.5
19430711,,,91.8,75.5
19430712,,,91.9,75.5
19430713,,,91.9,75.5
19430714,,,92.0,75.5
19430715,,,92.1,75.5
19430716,,,92.1,75.5
19430717,,,92.2,75.5
19430718,,,92.2,75.5
19430719,,,92.3,75.5
19430720,,,92.3,75.5
19430721,,,92.4,75.5
19430722,,,92.5,75.6
19430723,,,92.5,75.6
19430724,,,92.6,75.6
19430725,,,92.6,75.6
19430726,,,92.7,75.6
19430727,,,92.7,75.6
19430728,,,92.8,75.6
19430729,,,92.8,75.6
19430730,,,92.8,75.7
19430731,,,92.9,75.7
19430801,,,92.9,75.7
19430802,,,92.9,75.7
19430803,,,93.0,75.7
19430804,,,93.0,75.7
19430805,,,93.0,75.8
19430806,,,93.0,75.8
19430807,,,93.0,75.8
19430808,,,93.0,75.8
19430809,,,93.0,75.8
19430810,,,93.0,75.9
19430811,,,93.0,75.9
19430812,,,93.0,75.9
19430813,,,93.0,75.9
19430814,,,92.9,75.9
19430815,,,92.9,75.9
19430816,,,92.9,75.9
19430817,,,92.8,75.9
19430818,,,92.7,75.9
19430819,,,92.7,75.9
19430820,,,92.6,75.8
19430821,,,92.5,75.8
19430822,,,92.5,75.8
19430823,,,92.4,75.7
19430824,,,92.3,75.6
19430825,,,92.2,75.6
19430826,,,92.1,75.5
19430827,,,91.9,75.4
19430828,,,91.8,75.3
19430829,,,91.7,75.2
19430830,,,91.5,75.1
19430831,,,91.4,75.0
19430901,,,91.3,74.9
19430902,,,91.1,74.7
19430903,,,90.9,74.6
19430904,,,90.8,74.4
19430905,,,90.6,74.2
19430906,,,90.4,74.1
19430907,,,90.2,73.9
19430908,,,90.0,73.7
19430909,,,89.9,73.5
19430910,,,89.7,73.2
19430911,,,89.5,73.0
19430912,,,89.3,72.8
19430913,,,89.0,72.5
19430914,,,88.8,72.3
19430915,,,88.6,72.0
19430916,,,88.4,71.8
19430917,,,88.2,71.5
19430918,,,88.0,71.3
19430919,,,87.7,71.0
19430920,,,87.5,70.7
19430921,,,87.3,70.4
19430922,,,87.0,70.1
19430923,,,86.8,69.8
19430924,,,86.6,69.5
19430925,,,86.3,69.2
19430926,,,86.1,69.0
19430927,,,85.9,68.7
19430928,,,85.6,68.4
19430929,,,85.4,68.1
19430930,,,85.2,67.8
19431001,,,84.9,67.5
19431002,,,84.7,67.2
19431003,,,84.4,66.9
19431004,,,84.2,66.6
19431005,,,84.0,66.3
19431006,,,83.7,66.0
19431007,,,83.5,65.7
19431008,,,83.2,65.4
19431009,,,83.0,65.1
19431010,,,82.7,64.8
19431011,,,82.5,64.5
19431012,,,82.3,64.2
19431013,,,82.0,64.0
19431014,,,81.8,63.7
19431015,,,81.5,63.4
19431016,,,81.3,63.1
19431017,,,81.0,62.8
19431018,,,80.8,62.5
19431019,,,80.5,62.2
19431020,,,80.2,62.0
19431021,,,80.0,61.7
19431022,,,79.7,61.4
19431023,,,79.5,61.1
19431024,,,79.2,60.8
19431025,,,78.9,60.5
19431026,,,78.7,60.2
19431027,,,78.4,59.9
19431028,,,78.1,59.6
19431029,,,77.8,59.3
19431030,,,77.5,59.0
19431031,,,77.3,58.7
19431101,83.0,61.0,77.0,58.4
19431102,70.0,59.0,76.7,58.1
19431103,68.0,56.0,76.4,57.8
19431104,71.0,55.0,76.1,57.5
19431105,82.0,62.0,75.8,57.2
19431106,82.0,58.0,75.5,56.9
19431107,62.0,45.0,75.1,56.6
19431108,60.0,36.0,74.8,56.2
19431109,71.0,37.0,74.5,55.9
19431110,67.0,42.0,74.2,55.6
19431111,67.0,40.0,73.9,55.3
19431112,71.0,45.0,73.6,55.0
19431113,68.0,43.0,73.2,54.6
19431114,70.0,51.0,72.9,54.3
19431115,74.0,58.0,72.6,54.0
19431116,68.0,47.0,72.2,53.7
19431117,70.0,43.0,71.9,53.4
19431118,73.0,45.0,71.6,53.1
19431119,70.0,46.0,71.3,52.7
19431120,72.0,43.0,70.9,52.4
19431121,75.0,42.0,70.6,52.1
19431122,73.0,44.0,70.3,51.8
19431123,68.0,45.0,70.0,51.5
19431124,58.0,44.0,69.7,51.2
19431125,65.0,40.0,69.3,50.9
19431126,65.0,52.0,69.0,50.7
19431127,59.0,49.0,68.7,50.4
19431128,59.0,47.0,68.4,50.1
19431129,59.0,41.0,68.1,49.8
19431130,60.0,35.0,67.8,49.6
19431201,70.0,47.0,67.5,49.3
19431202,71.0,56.0,67.3,49.1
19431203,65.0,58.0,67.0,48.8
19431204,71.0,55.0,66.7,48.6
19431205,77.0,62.0,66.5,48.4
19431206,75.0,61.0,66.2,48.2
19431207,67.0,52.0,66.0,48.0
19431208,79.0,58.0,65.7,47.8
19431209,77.0,63.0,65.5,47.6
19431210,,,65.3,47.4
19431211,,,65.1,47.2
19431212,65.0,44.0,64.9,47.0
19431213,67.0,49.0,64.7,46.9
19431214,,,64.5,46.7
19431215,,,64.3,46.6
19431216,44.0,25.0,64.1,46.4
19431217,50.0,28.0,64.0,46.3
19431218,58.0,30.0,63.8,46.2
19431219,66.0,36.0,63.7,46.0
19431220,68.0,39.0,63.6,45.9
19431221,75.0,48.0,63.5,45.8
19431222,,,63.3,45.7
19431223,,,63.2,45.6
19431224,,,63.2,45.5
19431225,40.0,36.0,63.1,45.5
19431226,47.0,29.0,63.0,45.4
19431227,65.0,43.0,62.9,45.3
19431228,48.0,38.0,62.9,45.2
19431229,51.0,32.0,62.8,45.2
19431230,63.0,31.0,62.8,45.1
19431231,60.0,38.0,62.7,45.1
19440101,57.0,47.0,62.7,45.0
19440102,49.0,43.0,62.7,45.0
19440103,63.0,35.0,62.7,45.0
19440104,67.0,43.0,62.6,44.9
19440105,62.0,42.0,62.6,44.9
19440106,55.0,34.0,62.6,44.9
19440107,57.0,45.0,62.6,44.8
19440108,50.0,30.0,62.6,44.8
19440109,48.0,25.0,62.7,44.8
19440110,60.0,29.0,62.7,44.8
19440111,66.0,52.0,62.7,44.8
19440112,60.0,42.0,62.7,44.8
19440113,42.0,33.0,62.7,44.8
19440114,36.0,33.0,62.8,44.8
19440115,55.0,28.0,62.8,44.9
19440116,65.0,35.0,62.9,44.9
19440117,61.0,36.0,62.9,44.9
19440118,65.0,36.0,62.9,44.9
19440119,67.0,41.0,63.0,45.0
19440120,69.0,40.0,63.0,45.0
19440121,73.0,35.0,63.1,45.1
19440122,73.0,48.0,63.2,45.1
19440123,71.0,48.0,63.2,45.2
19440124,70.0,56.0,63.3,45.3
19440125,70.0,57.0,63.4,45.4
19440126,73.0,63.0,63.4,45.5
19440127,69.0,55.0,63.5,45.5
19440128,65.0,55.0,63.6,45.6
19440129,59.0,56.0,63.7,45.8
19440130,61.0,54.0,63.8,45.9
19440131,68.0,59.0,63.9,46.0
19440201,66.0,56.0,64.0,46.1
19440202,74.0,60.0,64.1,46.2
19440203,73.0,55.0,64.2,46.4
19440204,68.0,46.0,64.3,46.5
19440205,73.0,50.0,64.4,46.7
19440206,75.0,63.0,64.6,46.8
19440207,77.0,63.0,64.7,47.0
19440208,72.0,56.0,64.8,47.2
19440209,66.0,53.0,65.0,47.4
19440210,71.0,51.0,65.1,47.5
19440211,51.0,33.0,65.3,47.7
19440212,50.0,30.0,65.4,47.9
19440213,64.0,42.0,65.6,48.1
19440214,64.0,42.0,65.7,48.3
19440215,55.0,38.0,65.9,48.5
19440216,70.0,49.0,66.1,48.7
19440217,77.0,57.0,66.3,48.9
19440218,58.0,51.0,66.5,49.1
19440219,56.0,50.0,66.7,49.3
19440220,64.0,48.0,66.9,49.5
19440221,78.0,59.0,67.1,49.8
19440222,80.0,66.0,67.3,50.0
19440223,78.0,67.0,67.5,50.2
19440224,79.0,66.0,67.7,50.4
19440225,76.0,63.0,67.9,50.6
19440226,79.0,69.0,68.2,50.8
19440227,77.0,69.0,68.4,51.0
19440228,75.0,53.0,68.6,51.2
19440229,62.0,46.0,68.7,51.3
19440301,64.0,44.0,68.8,51.4
19440302,69.0,48.0,69.1,51.6
19440303,71.0,59.0,69.3,51.8
