date,min,max,normal_min,normal_max
19690304,58.0,37.0,69.6,52.0
19690305,61.0,44.0,69.8,52.2
19690306,64.0,46.0,70.0,52.4
19690307,64.0,44.0,70.3,52.6
19690308,64.0,42.0,70.5,52.8
19690309,57.0,34.0,70.8,53.0
19690310,52.0,36.0,71.0,53.2
19690311,48.0,40.0,71.3,53.4
19690312,60.0,42.0,71.5,53.6
19690313,67.0,41.0,71.7,53.8
19690314,60.0,51.0,72.0,53.9
19690315,56.0,47.0,72.2,54.1
19690316,49.0,46.0,72.5,54.3
19690317,53.0,48.0,72.7,54.5
19690318,76.0,50.0,72.9,54.7
19690319,80.0,48.0,73.2,54.9
19690320,78.0,52.0,73.4,55.0
19690321,75.0,57.0,73.6,55.2
19690322,73.0,55.0,73.8,55.4
19690323,75.0,59.0,74.1,55.6
19690324,69.0,50.0,74.3,55.8
19690325,64.0,45.0,74.5,56.0
19690326,68.0,41.0,74.7,56.2
19690327,75.0,43.0,74.9,56.3
19690328,76.0,47.0,75.1,56.5
19690329,80.0,55.0,75.3,56.7
19690330,80.0,59.0,75.5,56.9
19690331,73.0,55.0,75.7,57.1
19690401,79.0,52.0,75.9,57.3
19690402,83.0,65.0,76.1,57.6
19690403,79.0,66.0,76.3,57.8
19690404,74.0,67.0,76.5,58.0
19690405,86.0,66.0,76.7,58.2
19690406,81.0,54.0,76.9,58.4
19690407,79.0,59.0,77.1,58.7
19690408,80.0,67.0,77.3,58.9
19690409,82.0,71.0,77.5,59.2
19690410,85.0,70.0,77.7,59.4
19690411,75.0,68.0,77.9,59.6
19690412,76.0,66.0,78.1,59.9
19690413,71.0,60.0,78.3,60.1
19690414,79.0,55.0,78.5,60.4
19690415,79.0,61.0,78.7,60.7
19690416,80.0,65.0,78.9,60.9
19690417,82.0,66.0,79.1,61.2
19690418,76.0,55.0,79.3,61.5
19690419,82.0,52.0,79.5,61.7
19690420,71.0,56.0,79.7,62.0
19690421,82.0,54.0,79.9,62.3
19690422,83.0,59.0,80.1,62.6
19690423,85.0,61.0,80.3,62.8
19690424,77.0,60.0,80.5,63.1
19690425,81.0,57.0,80.7,63.4
19690426,80.0,67.0,80.9,63.7
19690427,80.0,63.0,81.1,64.0
19690428,79.0,59.0,81.4,64.2
19690429,78.0,53.0,81.6,64.5
19690430,79.0,59.0,81.8,64.8
19690501,82.0,62.0,82.0,65.1
19690502,83.0,67.0,82.3,65.3
19690503,78.0,64.0,82.5,65.6
19690504,79.0,69.0,82.7,65.9
19690505,75.0,66.0,83.0,66.1
19690506,82.0,70.0,83.2,66.4
19690507,79.0,70.0,83.4,66.7
19690508,79.0,69.0,83.7,66.9
19690509,77.0,58.0,83.9,67.2
19690510,82.0,56.0,84.1,67.4
19690511,84.0,64.0,84.4,67.7
19690512,82.0,58.0,84.6,67.9
19690513,78.0,65.0,84.8,68.1
19690514,85.0,62.0,85.1,68.4
19690515,82.0,65.0,85.3,68.6
19690516,81.0,67.0,85.5,68.8
19690517,85.0,66.0,85.7,69.1
19690518,80.0,64.0,85.9,69.3
19690519,85.0,64.0,86.2,69.5
19690520,86.0,65.0,86.4,69.7
19690521,90.0,68.0,86.6,69.9
19690522,90.0,71.0,86.8,70.1
19690523,90.0,71.0,87.0,70.3
19690524,90.0,71.0,87.2,70.5
19690525,89.0,70.0,87.4,70.7
19690526,89.0,69.0,87.5,70.9
19690527,90.0,71.0,87.7,71.1
19690528,88.0,71.0,87.9,71.3
19690529,90.0,69.0,88.1,71.5
19690530,89.0,70.0,88.2,71.7
19690531,90.0,68.0,88.4,71.8
19690601,90.0,73.0,88.6,72.0
19690602,85.0,69.0,88.7,72.2
19690603,84.0,60.0,88.8,72.3
19690604,70.0,63.0,89.0,72.5
19690605,78.0,59.0,89.1,72.7
19690606,86.0,63.0,89.2,72.8
19690607,87.0,65.0,89.4,73.0
19690608,89.0,67.0,89.5,73.1
19690609,91.0,66.0,89.6,73.2
19690610,90.0,72.0,89.7,73.4
19690611,89.0,70.0,89.8,73.5
19690612,92.0,72.0,89.9,73.6
19690613,91.0,73.0,90.0,73.8
19690614,93.0,71.0,90.1,73.9
19690615,91.0,70.0,90.2,74.0
19690616,89.0,65.0,90.3,74.1
19690617,90.0,70.0,90.3,74.2
19690618,93.0,69.0,90.4,74.3
19690619,93.0,70.0,90.5,74.4
19690620,96.0,76.0,90.6,74.5
19690621,96.0,78.0,90.6,74.6
19690622,96.0,80.0,90.7,74.7
19690623,95.0,82.0,90.8,74.8
19690624,93.0,80.0,90.8,74.9
19690625,94.0,80.0,90.9,74.9
19690626,95.0,82.0,91.0,75.0
19690627,96.0,78.0,91.0,75.1
19690628,96.0,78.0,91.1,75.1
19690629,97.0,78.0,91.1,75.2
19690630,99.0,75.0,91.2,75.2
19690701,98.0,80.0,91.2,75.2
19690702,98.0,77.0,91.3,75.3
19690703,99.0,77.0,91.4,75.3
19690704,99.0,76.0,91.4,75.4
19690705,98.0,76.0,91.5,75.4
19690706,96.0,77.0,91.5,75.4
19690707,97.0,78.0,91.6,75.4
19690708,98.0,78.0,91.6,75.4
19690709,99.0,79.0,91.7,75.5
19690710,97.0,76.0,91.8,75.5
19690711,86.0,75.0,91.8,75.5
19690712,95.0,74.0,91.9,75.5
19690713,96.0,75.0,91.9,75.5
19690714,98.0,74.0,92.0,75.5
19690715,99.0,73.0,92.1,75.5
19690716,92.0,73.0,92.1,75.5
19690717,92.0,75.0,92.2,75.5
19690718,94.0,75.0,92.2,75.5
19690719,94.0,76.0,92.3,75.5
19690720,89.0,74.0,92.3,75.5
19690721,93.0,72.0,92.4,75.5
19690722,86.0,75.0,92.5,75.6
19690723,93.0,77.0,92.5,75.6
19690724,95.0,76.0,92.6,75.6
19690725,94.0,76.0,92.6,75.6
19690726,95.0,74.0,92.7,75.6
19690727,95.0,74.0,92.7,75.6
19690728,97.0,75.0,92.8,75.6
19690729,97.0,76.0,92.8,75.6
19690730,95.0,75.0,92.8,75.7
19690731,93.0,75.0,92.9,75.7
19690801,90.0,76.0,92.9,75.7
19690802,93.0,74.0,92.9,75.7
19690803,97.0,76.0,93.0,75.7
19690804,96.0,76.0,93.0,75.7
19690805,94.0,74.0,93.0,75.8
19690806,95.0,74.0,93.0,75.8
19690807,96.0,74.0,93.0,75.8
19690808,97.0,76.0,93.0,75.8
19690809,97.0,72.0,93.0,75.8
19690810,101.0,77.0,93.0,75.9
19690811,101.0,79.0,93.0,75.9
19690812,100.0,78.0,93.0,75.9
19690813,99.0,78.0,93.0,75.9
19690814,95.0,77.0,92.9,75.9
19690815,96.0,73.0,92.9,75.9
19690816,99.0,75.0,92.9,75.9
19690817,100.0,74.0,92.8,75.9
19690818,99.0,76.0,92.7,75.9
19690819,95.0,77.0,92.7,75.9
19690820,96.0,76.0,92.6,75.8
19690821,94.0,77.0,92.5,75.8
19690822,97.0,77.0,92.5,75.8
19690823,96.0,77.0,92.4,75.7
19690824,92.0,76.0,92.3,75.6
19690825,94.0,73.0,92.2,75.6
19690826,93.0,77.0,92.1,75.5
19690827,88.0,76.0,91.9,75.4
19690828,87.0,74.0,91.8,75.3
19690829,91.0,76.0,91.7,75.2
19690830,91.0,76.0,91.5,75.1
19690831,92.0,75.0,91.4,75.0
19690901,94.0,73.0,91.3,74.9
19690902,91.0,72.0,91.1,74.7
19690903,91.0,72.0,90.9,74.6
19690904,93.0,72.0,90.8,74.4
19690905,90.0,75.0,90.6,74.2
19690906,93.0,75.0,90.4,74.1
19690907,92.0,75.0,90.2,73.9
19690908,97.0,74.0,90.0,73.7
19690909,91.0,76.0,89.9,73.5
19690910,87.0,74.0,89.7,73.2
19690911,87.0,69.0,89.5,73.0
19690912,86.0,67.0,89.3,72.8
19690913,88.0,63.0,89.0,72.5
19690914,92.0,72.0,88.8,72.3
19690915,91.0,75.0,88.6,72.0
19690916,92.0,74.0,88.4,71.8
19690917,92.0,70.0,88.2,71.5
19690918,92.0,74.0,88.0,71.3
19690919,90.0,75.0,87.7,71.0
19690920,91.0,74.0,87.5,70.7
19690921,88.0,74.0,87.3,70.4
19690922,90.0,72.0,87.0,70.1
19690923,85.0,73.0,86.8,69.8
19690924,90.0,69.0,86.6,69.5
19690925,92.0,67.0,86.3,69.2
19690926,90.0,69.0,86.1,69.0
19690927,93.0,68.0,85.9,68.7
19690928,93.0,69.0,85.6,68.4
19690929,92.0,66.0,85.4,68.1
19690930,91.0,63.0,85.2,67.8
19691001,90.0,67.0,84.9,67.5
19691002,91.0,66.0,84.7,67.2
19691003,92.0,71.0,84.4,66.9
19691004,89.0,72.0,84.2,66.6
19691005,89.0,71.0,84.0,66.3
19691006,90.0,75.0,83.7,66.0
19691007,88.0,67.0,83.5,65.7
19691008,88.0,67.0,83.2,65.4
19691009,88.0,73.0,83.0,65.1
19691010,90.0,75.0,82.7,64.8
19691011,91.0,79.0,82.5,64.5
19691012,91.0,70.0,82.3,64.2
19691013,71.0,54.0,82.0,64.0
19691014,74.0,49.0,81.8,63.7
19691015,75.0,51.0,81.5,63.4
19691016,80.0,59.0,81.3,63.1
19691017,81.0,63.0,81.0,62.8
19691018,83.0,60.0,80.8,62.5
19691019,88.0,66.0,80.5,62.2
19691020,85.0,74.0,80.2,62.0
19691021,88.0,74.0,80.0,61.7
19691022,83.0,65.0,79.7,61.4
19691023,77.0,58.0,79.5,61.1
19691024,78.0,53.0,79.2,60.8
19691025,85.0,64.0,78.9,60.5
19691026,85.0,67.0,78.7,60.2
19691027,82.0,65.0,78.4,59.9
19691028,74.0,59.0,78.1,59.6
19691029,71.0,58.0,77.8,59.3
19691030,73.0,61.0,77.5,59.0
19691031,70.0,51.0,77.3,58.7
19691101,71.0,45.0,77.0,58.4
19691102,71.0,47.0,76.7,58.1
19691103,65.0,42.0,76.4,57.8
19691104,71.0,41.0,76.1,57.5
19691105,75.0,42.0,75.8,57.2
19691106,82.0,51.0,75.5,56.9
19691107,86.0,64.0,75.1,56.6
19691108,86.0,55.0,74.8,56.2
19691109,87.0,57.0,74.5,55.9
19691110,85.0,64.0,74.2,55.6
19691111,86.0,67.0,73.9,55.3
19691112,80.0,65.0,73.6,55.0
19691113,81.0,59.0,73.2,54.6
19691114,59.0,36.0,72.9,54.3
19691115,65.0,28.0,72.6,54.0
19691116,76.0,42.0,72.2,53.7
19691117,79.0,69.0,71.9,53.4
19691118,75.0,43.0,71.6,53.1
19691119,55.0,37.0,71.3,52.7
19691120,63.0,32.0,70.9,52.4
19691121,68.0,32.0,70.6,52.1
19691122,78.0,43.0,70.3,51.8
19691123,80.0,58.0,70.0,51.5
19691124,67.0,61.0,69.7,51.2
19691125,75.0,57.0,69.3,50.9
19691126,75.0,55.0,69.0,50.7
19691127,68.0,50.0,68.7,50.4
19691128,54.0,46.0,68.4,50.1
19691129,56.0,43.0,68.1,49.8
19691130,61.0,39.0,67.8,49.6
19691201,73.0,40.0,67.5,49.3
19691202,78.0,45.0,67.3,49.1
19691203,75.0,41.0,67.0,48.8
19691204,70.0,44.0,66.7,48.6
19691205,60.0,50.0,66.5,48.4
19691206,61.0,44.0,66.2,48.2
19691207,56.0,41.0,66.0,48.0
19691208,54.0,36.0,65.7,47.8
19691209,59.0,46.0,65.5,47.6
19691210,70.0,45.0,65.3,47.4
19691211,65.0,43.0,65.1,47.2
19691212,69.0,37.0,64.9,47.0
19691213,76.0,46.0,64.7,46.9
19691214,79.0,52.0,64.5,46.7
19691215,78.0,53.0,64.3,46.6
19691216,65.0,52.0,64.1,46.4
19691217,70.0,58.0,64.0,46.3
19691218,76.0,59.0,63.8,46.2
19691219,78.0,56.0,63.7,46.0
19691220,65.0,56.0,63.6,45.9
19691221,70.0,48.0,63.5,45.8
19691222,69.0,42.0,63.3,45.7
19691223,70.0,51.0,63.2,45.6
19691224,73.0,50.0,63.2,45.5
19691225,67.0,46.0,63.1,45.5
19691226,63.0,35.0,63.0,45.4
19691227,76.0,55.0,62.9,45.3
19691228,73.0,64.0,62.9,45.2
19691229,72.0,37.0,62.8,45.2
19691230,44.0,32.0,62.8,45.1
19691231,45.0,28.0,62.7,45.1
19700101,57.0,27.0,62.7,45.0
19700102,47.0,33.0,62.7,45.0
19700103,52.0,33.0,62.7,45.0
19700104,55.0,30.0,62.6,44.9
19700105,51.0,40.0,62.6,44.9
19700106,40.0,25.0,62.6,44.9
19700107,44.0,19.0,62.6,44.8
19700108,51.0,25.0,62.6,44.8
19700109,42.0,34.0,62.7,44.8
19700110,60.0,38.0,62.7,44.8
19700111,70.0,49.0,62.7,44.8
19700112,55.0,40.0,62.7,44.8
19700113,42.0,38.0,62.7,44.8
19700114,54.0,38.0,62.8,44.8
19700115,63.0,35.0,62.8,44.9
19700116,53.0,48.0,62.9,44.9
19700117,63.0,46.0,62.9,44.9
19700118,49.0,31.0,62.9,44.9
19700119,44.0,29.0,63.0,45.0
19700120,65.0,30.0,63.0,45.0
19700121,43.0,36.0,63.1,45.1
19700122,46.0,36.0,63.2,45.1
19700123,64.0,44.0,63.2,45.2
19700124,73.0,52.0,63.3,45.3
19700125,79.0,61.0,63.4,45.4
19700126,80.0,61.0,63.4,45.5
19700127,81.0,61.0,63.5,45.5
19700128,82.0,65.0,63.6,45.6
19700129,72.0,47.0,63.7,45.8
19700130,61.0,35.0,63.8,45.9
19700131,57.0,35.0,63.9,46.0
19700201,67.0,49.0,64.0,46.1
19700202,61.0,35.0,64.1,46.2
19700203,51.0,28.0,64.2,46.4
19700204,67.0,31.0,64.3,46.5
19700205,71.0,52.0,64.4,46.7
19700206,61.0,54.0,64.6,46.8
19700207,68.0,53.0,64.7,47.0
19700208,70.0,55.0,64.8,47.2
19700209,66.0,42.0,65.0,47.4
19700210,63.0,33.0,65.1,47.5
19700211,75.0,43.0,65.3,47.7
19700212,67.0,46.0,65.4,47.9
19700213,80.0,42.0,65.6,48.1
19700214,79.0,58.0,65.7,48.3
19700215,70.0,45.0,65.9,48.5
19700216,58.0,43.0,66.1,48.7
19700217,71.0,35.0,66.3,48.9
19700218,81.0,45.0,66.5,49.1
19700219,66.0,53.0,66.7,49.3
19700220,64.0,46.0,66.9,49.5
19700221,65.0,43.0,67.1,49.8
19700222,67.0,44.0,67.3,50.0
19700223,63.0,55.0,67.5,50.2
19700224,67.0,57.0,67.7,50.4
19700225,69.0,48.0,67.9,50.6
19700226,66.0,38.0,68.2,50.8
19700227,67.0,43.0,68.4,51.0
19700228,75.0,60.0,68.6,51.2
19700301,75.0,58.0,68.8,51.4
19700302,75.0,65.0,69.1,51.6
19700303,72.0,66.0,69.3,51.8
19700304,73.0,55.0,69.6,52.0
19700305,79.0,48.0,69.8,52.2
19700306,71.0,55.0,70.0,52.4
19700307,63.0,50.0,70.3,52.6
19700308,70.0,50.0,70.5,52.8
19700309,75.0,47.0,70.8,53.0
19700310,74.0,51.0,71.0,53.2
19700311,61.0,46.0,71.3,53.4
19700312,47.0,40.0,71.5,53.6
19700313,58.0,38.0,71.7,53.8
19700314,67.0,36.0,72.0,53.9
19700315,75.0,42.0,72.2,54.1
19700316,71.0,57.0,72.5,54.3
19700317,65.0,45.0,72.7,54.5
19700318,66.0,43.0,72.9,54.7
19700319,72.0,54.0,73.2,54.9
19700320,54.0,48.0,73.4,55.0
19700321,51.0,42.0,73.6,55.2
19700322,64.0,35.0,73.8,55.4
19700323,75.0,45.0,74.1,55.6
19700324,79.0,50.0,74.3,55.8
19700325,79.0,58.0,74.5,56.0
19700326,68.0,47.0,74.7,56.2
19700327,67.0,48.0,74.9,56.3
19700328,75.0,50.0,75.1,56.5
19700329,69.0,43.0,75.3,56.7
19700330,73.0,53.0,75.5,56.9
19700331,75.0,61.0,75.7,57.1
19700401,78.0,57.0,75.9,57.3
19700402,70.0,44.0,76.1,57.6
19700403,72.0,47.0,76.3,57.8
19700404,79.0,54.0,76.5,58.0
19700405,67.0,50.0,76.7,58.2
19700406,81.0,43.0,76.9,58.4
19700407,81.0,46.0,77.1,58.7
19700408,80.0,57.0,77.3,58.9
19700409,73.0,66.0,77.5,59.2
19700410,69.0,65.0,77.7,59.4
19700411,79.0,61.0,77.9,59.6
19700412,84.0,61.0,78.1,59.9
19700413,84.0,67.0,78.3,60.1
19700414,80.0,60.0,78.5,60.4
19700415,80.0,66.0,78.7,60.7
19700416,84.0,72.0,78.9,60.9
19700417,83.0,71.0,79.1,61.2
19700418,80.0,73.0,79.3,61.5
19700419,80.0,59.0,79.5,61.7
19700420,86.0,59.0,79.7,62.0
19700421,84.0,60.0,79.9,62.3
19700422,86.0,74.0,80.1,62.6
19700423,82.0,74.0,80.3,62.8
19700424,88.0,74.0,80.5,63.1
19700425,82.0,74.0,80.7,63.4
19700426,88.0,74.0,80.9,63.7
19700427,87.0,76.0,81.1,64.0
19700428,90.0,77.0,81.4,64.2
19700429,86.0,76.0,81.6,64.5
19700430,84.0,66.0,81.8,64.8
19700501,67.0,56.0,82.0,65.1
19700502,70.0,57.0,82.3,65.3
19700503,77.0,55.0,82.5,65.6
19700504,79.0,53.0,82.7,65.9
19700505,83.0,56.0,83.0,66.1
19700506,83.0,55.0,83.2,66.4
19700507,81.0,56.0,83.4,66.7
19700508,82.0,61.0,83.7,66.9
19700509,82.0,70.0,83.9,67.2
19700510,84.0,74.0,84.1,67.4
19700511,85.0,74.0,84.4,67.7
19700512,86.0,71.0,84.6,67.9
19700513,84.0,69.0,84.8,68.1
19700514,83.0,67.0,85.1,68.4
19700515,76.0,66.0,85.3,68.6
19700516,75.0,60.0,85.5,68.8
19700517,79.0,56.0,85.7,69.1
19700518,85.0,67.0,85.9,69.3
19700519,85.0,68.0,86.2,69.5
19700520,84.0,68.0,86.4,69.7
19700521,81.0,69.0,86.6,69.9
19700522,82.0,69.0,86.8,70.1
19700523,80.0,68.0,87.0,70.3
19700524,84.0,66.0,87.2,70.5
19700525,84.0,66.0,87.4,70.7
19700526,87.0,68.0,87.5,70.9
19700527,88.0,70.0,87.7,71.1
19700528,88.0,72.0,87.9,71.3
19700529,86.0,71.0,88.1,71.5
19700530,82.0,69.0,88.2,71.7
19700531,80.0,69.0,88.4,71.8
19700601,81.0,70.0,88.6,72.0
19700602,82.0,66.0,88.7,72.2
19700603,85.0,58.0,88.8,72.3
19700604,81.0,64.0,89.0,72.5
19700605,85.0,62.0,89.1,72.7
19700606,88.0,64.0,89.2,72.8
19700607,91.0,67.0,89.4,73.0
19700608,90.0,67.0,89.5,73.1
19700609,86.0,70.0,89.6,73.2
19700610,88.0,67.0,89.7,73.4
19700611,86.0,74.0,89.8,73.5
19700612,90.0,79.0,89.9,73.6
19700613,91.0,80.0,90.0,73.8
19700614,91.0,74.0,90.1,73.9
19700615,93.0,73.0,90.2,74.0
19700616,92.0,71.0,90.3,74.1
19700617,93.0,72.0,90.3,74.2
19700618,92.0,73.0,90.4,74.3
19700619,94.0,72.0,90.5,74.4
19700620,92.0,73.0,90.6,74.5
19700621,91.0,73.0,90.6,74.6
19700622,94.0,74.0,90.7,74.7
19700623,92.0,76.0,90.8,74.8
19700624,81.0,74.0,90.8,74.9
19700625,91.0,72.0,90.9,74.9
19700626,93.0,76.0,91.0,75.0
19700627,94.0,77.0,91.0,75.1
19700628,93.0,75.0,91.1,75.1
19700629,93.0,76.0,91.1,75.2
19700630,95.0,75.0,91.2,75.2
19700701,93.0,77.0,91.2,75.2
19700702,93.0,74.0,91.3,75.3
19700703,96.0,75.0,91.4,75.3
19700704,99.0,76.0,91.4,75.4
19700705,96.0,74.0,91.5,75.4
19700706,94.0,70.0,91.5,75.4
19700707,95.0,75.0,91.6,75.4
19700708,96.0,75.0,91.6,75.4
19700709,97.0,77.0,91.7,75.5
19700710,95.0,77.0,91.8,75.5
19700711,95.0,75.0,91.8,75.5
19700712,92.0,76.0,91.9,75.5
19700713,90.0,75.0,91.9,75.5
19700714,90.0,74.0,92.0,75.5
19700715,86.0,75.0,92.1,75.5
19700716,93.0,74.0,92.1,75.5
19700717,91.0,76.0,92.2,75.5
19700718,94.0,75.0,92.2,75.5
19700719,94.0,74.0,92.3,75.5
19700720,94.0,72.0,92.3,75.5
19700721,92.0,70.0,92.4,75.5
19700722,85.0,70.0,92.5,75.6
19700723,88.0,70.0,92.5,75.6
19700724,91.0,73.0,92.6,75.6
19700725,89.0,74.0,92.6,75.6
19700726,91.0,74.0,92.7,75.6
19700727,90.0,76.0,92.7,75.6
19700728,93.0,76.0,92.8,75.6
19700729,93.0,76.0,92.8,75.6
19700730,94.0,75.0,92.8,75.7
19700731,94.0,76.0,92.9,75.7
19700801,94.0,76.0,92.9,75.7
19700802,96.0,77.0,92.9,75.7
19700803,88.0,77.0,93.0,75.7
19700804,93.0,78.0,93.0,75.7
19700805,93.0,77.0,93.0,75.8
19700806,96.0,75.0,93.0,75.8
19700807,93.0,74.0,93.0,75.8
19700808,93.0,76.0,93.0,75.8
19700809,92.0,75.0,93.0,75.8
19700810,95.0,74.0,93.0,75.9
19700811,98.0,76.0,93.0,75.9
19700812,92.0,76.0,93.0,75.9
19700813,93.0,75.0,93.0,75.9
19700814,92.0,75.0,92.9,75.9
19700815,93.0,76.0,92.9,75.9
19700816,95.0,76.0,92.9,75.9
19700817,95.0,74.0,92.8,75.9
19700818,95.0,75.0,92.7,75.9
19700819,96.0,76.0,92.7,75.9
19700820,95.0,76.0,92.6,75.8
19700821,97.0,74.0,92.5,75.8
19700822,96.0,75.0,92.5,75.8
19700823,98.0,74.0,92.4,75.7
19700824,92.0,75.0,92.3,75.6
19700825,92.0,75.0,92.2,75.6
19700826,91.0,70.0,92.1,75.5
19700827,91.0,67.0,91.9,75.4
19700828,94.0,73.0,91.8,75.3
19700829,89.0,74.0,91.7,75.2
19700830,90.0,76.0,91.5,75.1
19700831,92.0,72.0,91.4,75.0
19700901,81.0,73.0,91.3,74.9
19700902,88.0,74.0,91.1,74.7
19700903,93.0,78.0,90.9,74.6
19700904,95.0,77.0,90.8,74.4
19700905,93.0,76.0,90.6,74.2
19700906,94.0,77.0,90.4,74.1
19700907,94.0,75.0,90.2,73.9
19700908,94.0,74.0,90.0,73.7
19700909,92.0,74.0,89.9,73.5
19700910,91.0,76.0,89.7,73.2
19700911,90.0,76.0,89.5,73.0
19700912,82.0,74.0,89.3,72.8
19700913,92.0,75.0,89.0,72.5
19700914,92.0,76.0,88.8,72.3
19700915,91.0,76.0,88.6,72.0
19700916,88.0,76.0,88.4,71.8
19700917,92.0,76.0,88.2,71.5
19700918,91.0,75.0,88.0,71.3
19700919,92.0,75.0,87.7,71.0
19700920,90.0,77.0,87.5,70.7
19700921,91.0,76.0,87.3,70.4
19700922,92.0,77.0,87.0,70.1
19700923,80.0,71.0,86.8,69.8
19700924,85.0,70.0,86.6,69.5
19700925,88.0,74.0,86.3,69.2
19700926,83.0,68.0,86.1,69.0
19700927,75.0,65.0,85.9,68.7
19700928,80.0,61.0,85.6,68.4
19700929,82.0,60.0,85.4,68.1
19700930,83.0,60.0,85.2,67.8
19701001,85.0,61.0,84.9,67.5
19701002,88.0,63.0,84.7,67.2
19701003,90.0,68.0,84.4,66.9
19701004,90.0,69.0,84.2,66.6
19701005,81.0,72.0,84.0,66.3
19701006,87.0,71.0,83.7,66.0
19701007,90.0,71.0,83.5,65.7
19701008,89.0,57.0,83.2,65.4
19701009,70.0,49.0,83.0,65.1
19701010,68.0,50.0,82.7,64.8
19701011,70.0,63.0,82.5,64.5
19701012,70.0,61.0,82.3,64.2
19701013,80.0,59.0,82.0,64.0
19701014,81.0,57.0,81.8,63.7
19701015,74.0,59.0,81.5,63.4
19701016,72.0,55.0,81.3,63.1
19701017,71.0,52.0,81.0,62.8
19701018,75.0,55.0,80.8,62.5
19701019,76.0,57.0,80.5,62.2
19701020,79.0,53.0,80.2,62.0
19701021,80.0,57.0,80.0,61.7
19701022,83.0,66.0,79.7,61.4
19701023,80.0,60.0,79.5,61.1
19701024,85.0,59.0,79.2,60.8
19701025,88.0,60.0,78.9,60.5
19701026,87.0,73.0,78.7,60.2
19701027,90.0,59.0,78.4,59.9
19701028,69.0,51.0,78.1,59.6
19701029,71.0,46.0,77.8,59.3
19701030,75.0,46.0,77.5,59.0
19701031,77.0,47.0,77.3,58.7
19701101,81.0,54.0,77.0,58.4
19701102,65.0,50.0,76.7,58.1
19701103,62.0,43.0,76.4,57.8
19701104,59.0,37.0,76.1,57.5
19701105,66.0,38.0,75.8,57.2
19701106,73.0,41.0,75.5,56.9
19701107,81.0,50.0,75.1,56.6
19701108,78.0,62.0,74.8,56.2
19701109,73.0,50.0,74.5,55.9
19701110,72.0,45.0,74.2,55.6
19701111,79.0,39.0,73.9,55.3
19701112,68.0,44.0,73.6,55.0
19701113,72.0,48.0,73.2,54.6
19701114,56.0,47.0,72.9,54.3
19701115,50.0,34.0,72.6,54.0
19701116,62.0,30.0,72.2,53.7
19701117,75.0,40.0,71.9,53.4
19701118,73.0,43.0,71.6,53.1
19701119,80.0,52.0,71.3,52.7
19701120,73.0,47.0,70.9,52.4
19701121,78.0,45.0,70.6,52.1
19701122,82.0,53.0,70.3,51.8
19701123,53.0,37.0,70.0,51.5
19701124,48.0,30.0,69.7,51.2
19701125,68.0,35.0,69.3,50.9
19701126,81.0,64.0,69.0,50.7
19701127,81.0,65.0,68.7,50.4
19701128,83.0,64.0,68.4,50.1
19701129,81.0,63.0,68.1,49.8
19701130,81.0,65.0,67.8,49.6
19701201,82.0,60.0,67.5,49.3
19701202,83.0,59.0,67.3,49.1
19701203,84.0,65.0,67.0,48.8
19701204,82.0,61.0,66.7,48.6
19701205,82.0,63.0,66.5,48.4
19701206,70.0,53.0,66.2,48.2
19701207,66.0,45.0,66.0,48.0
19701208,75.0,48.0,65.7,47.8
19701209,79.0,59.0,65.5,47.6
19701210,77.0,58.0,65.3,47.4
19701211,71.0,42.0,65.1,47.2
19701212,61.0,37.0,64.9,47.0
19701213,51.0,46.0,64.7,46.9
19701214,60.0,40.0,64.5,46.7
19701215,67.0,54.0,64.3,46.6
19701216,67.0,41.0,64.1,46.4
19701217,70.0,36.0,64.0,46.3
19701218,76.0,52.0,63.8,46.2
19701219,77.0,68.0,63.7,46.0
19701220,78.0,61.0,63.6,45.9
19701221,82.0,62.0,63.5,45.8
19701222,82.0,68.0,63.3,45.7
19701223,74.0,53.0,63.2,45.6
19701224,65.0,40.0,63.2,45.5
19701225,69.0,55.0,63.1,45.5
19701226,63.0,33.0,63.0,45.4
19701227,74.0,44.0,62.9,45.3
19701228,78.0,62.0,62.9,45.2
19701229,81.0,58.0,62.8,45.2
19701230,63.0,50.0,62.8,45.1
19701231,64.0,40.0,62.7,45.1
19710101,68.0,44.0,62.7,45.0
19710102,71.0,55.0,62.7,45.0
19710103,76.0,54.0,62.7,45.0
19710104,55.0,35.0,62.6,44.9
19710105,44.0,30.0,62.6,44.9
19710106,39.0,32.0,62.6,44.9
19710107,37.0,30.0,62.6,44.8
19710108,40.0,30.0,62.6,44.8
19710109,66.0,28.0,62.7,44.8
19710110,79.0,53.0,62.7,44.8
19710111,77.0,54.0,62.7,44.8
19710112,75.0,58.0,62.7,44.8
19710113,79.0,66.0,62.7,44.8
19710114,84.0,65.0,62.8,44.8
19710115,74.0,48.0,62.8,44.9
19710116,66.0,40.0,62.9,44.9
19710117,74.0,47.0,62.9,44.9
19710118,73.0,48.0,62.9,44.9
19710119,52.0,33.0,63.0,45.0
19710120,62.0,34.0,63.0,45.0
19710121,76.0,47.0,63.1,45.1
19710122,79.0,62.0,63.2,45.1
19710123,79.0,61.0,63.2,45.2
19710124,83.0,64.0,63.3,45.3
19710125,82.0,62.0,63.4,45.4
19710126,76.0,51.0,63.4,45.5
19710127,63.0,43.0,63.5,45.5
19710128,73.0,43.0,63.6,45.6
19710129,80.0,58.0,63.7,45.8
19710130,80.0,65.0,63.8,45.9
19710131,76.0,49.0,63.9,46.0
