date,precipitation,precipitation_normal
19661220,58.22,53.27
19661221,58.22,53.40
19661222,58.50,53.52
19661223,58.50,53.65
19661224,58.50,53.78
19661225,58.64,53.91
19661226,58.67,54.04
19661227,58.79,54.16
19661228,58.80,54.29
19661229,58.80,54.41
19661230,59.13,54.53
19661231,59.13,54.65
19670101,0.02,0.11
19670102,0.02,0.22
19670103,0.02,0.34
19670104,0.02,0.47
19670105,0.02,0.59
19670106,0.02,0.71
19670107,0.02,0.83
19670108,0.02,0.95
19670109,0.70,1.07
19670110,0.79,1.19
19670111,0.79,1.31
19670112,0.79,1.44
19670113,2.32,1.56
19670114,2.32,1.69
19670115,2.32,1.81
19670116,2.32,1.94
19670117,2.39,2.07
19670118,2.40,2.19
19670119,2.40,2.32
19670120,2.40,2.45
19670121,2.40,2.58
19670122,2.40,2.71
19670123,2.40,2.84
19670124,2.41,2.96
19670125,2.41,3.09
19670126,2.41,3.22
19670127,2.41,3.35
19670128,2.41,3.48
19670129,2.41,3.61
19670130,2.41,3.74
19670131,2.41,3.87
19670201,2.41,4.00
19670202,2.45,4.12
19670203,2.45,4.23
19670204,2.45,4.35
19670205,2.46,4.45
19670206,4.29,4.57
19670207,4.29,4.69
19670208,4.29,4.80
19670209,4.29,4.92
19670210,4.29,5.04
19670211,4.29,5.15
19670212,4.29,5.27
19670213,4.29,5.38
19670214,4.29,5.50
19670215,4.29,5.62
19670216,4.33,5.74
19670217,4.33,5.87
19670218,4.33,5.99
19670219,4.35,6.10
19670220,4.38,6.21
19670221,4.38,6.32
19670222,4.38,6.44
19670223,4.38,6.55
19670224,4.38,6.66
19670225,4.38,6.76
19670226,4.38,6.87
19670227,4.58,6.97
19670228,4.58,7.08
19670301,4.58,7.19
19670302,4.58,7.30
19670303,4.58,7.41
19670304,4.58,7.52
19670305,4.58,7.64
19670306,4.59,7.75
19670307,4.59,7.86
19670308,4.59,7.96
19670309,4.59,8.07
19670310,4.60,8.17
19670311,4.60,8.27
19670312,4.60,8.36
19670313,4.60,8.46
19670314,4.60,8.55
19670315,4.60,8.65
19670316,4.60,8.75
19670317,4.60,8.84
19670318,4.60,8.94
19670319,4.60,9.03
19670320,6.28,9.12
19670321,6.28,9.22
19670322,6.28,9.33
19670323,6.28,9.44
19670324,6.29,9.54
19670325,6.31,9.66
19670326,6.41,9.77
19670327,6.41,9.88
19670328,6.41,9.99
19670329,6.41,10.09
19670330,6.41,10.18
19670331,6.41,10.28
19670401,6.42,10.37
19670402,6.42,10.46
19670403,6.42,10.55
19670404,6.42,10.65
19670405,6.42,10.75
19670406,6.42,10.85
19670407,6.42,10.95
19670408,6.42,11.05
19670409,6.42,11.15
19670410,6.43,11.25
19670411,8.40,11.36
19670412,8.40,11.47
19670413,10.63,11.58
19670414,10.63,11.68
19670415,10.79,11.78
19670416,10.80,11.89
19670417,10.80,12.00
19670418,10.80,12.11
19670419,10.80,12.23
19670420,10.80,12.34
19670421,10.80,12.45
19670422,10.80,12.56
19670423,10.80,12.67
19670424,10.80,12.79
19670425,10.80,12.90
19670426,10.80,13.02
19670427,10.80,13.14
19670428,10.83,13.27
19670429,10.83,13.40
19670430,10.83,13.53
19670501,11.02,13.67
19670502,11.02,13.81
19670503,11.09,13.95
19670504,11.09,14.09
19670505,11.09,14.24
19670506,11.09,14.38
19670507,11.09,14.53
19670508,11.09,14.68
19670509,11.09,14.83
19670510,11.09,14.96
19670511,11.09,15.10
19670512,11.09,15.24
19670513,11.09,15.37
19670514,11.09,15.51
19670515,11.12,15.66
19670516,11.12,15.80
19670517,11.12,15.95
19670518,11.12,16.09
19670519,11.12,16.23
19670520,11.43,16.38
19670521,12.15,16.54
19670522,12.15,16.71
19670523,12.15,16.87
19670524,12.15,17.04
19670525,12.15,17.22
19670526,12.15,17.40
19670527,12.15,17.58
19670528,12.15,17.76
19670529,13.37,17.94
19670530,13.37,18.11
19670531,13.37,18.28
19670601,13.54,18.47
19670602,13.54,18.67
19670603,13.54,18.87
19670604,13.54,19.07
19670605,13.54,19.29
19670606,13.54,19.52
19670607,13.54,19.74
19670608,13.54,19.98
19670609,13.54,20.21
19670610,13.54,20.46
19670611,13.54,20.71
19670612,13.54,20.98
19670613,13.54,21.25
19670614,13.54,21.51
19670615,13.54,21.77
19670616,13.54,22.03
19670617,13.54,22.29
19670618,13.54,22.55
19670619,13.54,22.81
19670620,13.54,23.05
19670621,13.54,23.29
19670622,13.54,23.53
19670623,13.54,23.77
19670624,13.54,24.01
19670625,13.54,24.24
19670626,13.54,24.47
19670627,13.54,24.69
19670628,13.54,24.92
19670629,13.54,25.15
19670630,13.54,25.38
19670701,13.59,25.58
19670702,13.74,25.78
19670703,13.74,25.98
19670704,15.20,26.17
19670705,15.20,26.36
19670706,15.30,26.54
19670707,15.30,26.72
19670708,15.30,26.90
19670709,15.30,27.08
19670710,15.30,27.24
19670711,15.38,27.39
19670712,15.38,27.54
19670713,16.97,27.69
19670714,16.97,27.84
19670715,16.97,27.99
19670716,16.97,28.13
19670717,16.97,28.26
19670718,17.45,28.40
19670719,17.81,28.54
19670720,17.93,28.68
19670721,19.00,28.81
19670722,19.31,28.93
19670723,21.31,29.06
19670724,21.31,29.18
19670725,21.31,29.30
19670726,21.31,29.43
19670727,21.31,29.56
19670728,21.31,29.68
19670729,21.31,29.80
19670730,21.31,29.92
19670731,21.31,30.04
19670801,21.31,30.18
19670802,21.31,30.32
19670803,21.31,30.45
19670804,21.31,30.58
19670805,21.31,30.72
19670806,21.35,30.86
19670807,21.35,31.00
19670808,21.53,31.15
19670809,21.53,31.30
19670810,21.61,31.45
19670811,21.61,31.59
19670812,21.61,31.72
19670813,21.61,31.86
19670814,21.61,32.00
19670815,21.62,32.14
19670816,21.62,32.29
19670817,21.62,32.45
19670818,21.83,32.62
19670819,21.98,32.79
19670820,21.98,32.97
19670821,21.98,33.16
19670822,22.23,33.34
19670823,22.24,33.53
19670824,22.26,33.73
19670825,22.91,33.92
19670826,22.91,34.11
19670827,22.91,34.31
19670828,22.91,34.50
19670829,22.91,34.69
19670830,22.91,34.89
19670831,22.91,35.10
19670901,22.91,35.29
19670902,22.96,35.48
19670903,22.96,35.67
19670904,24.01,35.86
19670905,26.21,36.05
19670906,26.21,36.23
19670907,26.21,36.43
19670908,26.21,36.63
19670909,26.21,36.83
19670910,26.21,37.04
19670911,26.21,37.25
19670912,26.21,37.46
19670913,26.28,37.66
19670914,26.52,37.85
19670915,26.52,38.03
19670916,26.52,38.20
19670917,26.52,38.36
19670918,26.52,38.51
19670919,26.70,38.66
19670920,26.73,38.81
19670921,27.75,38.97
19670922,27.75,39.11
19670923,27.75,39.26
19670924,27.75,39.41
19670925,27.75,39.57
19670926,27.75,39.72
19670927,27.75,39.88
19670928,27.75,40.02
19670929,27.75,40.17
19670930,27.75,40.31
19671001,27.75,40.47
19671002,27.75,40.63
19671003,27.75,40.82
19671004,27.75,41.00
19671005,27.75,41.18
19671006,27.77,41.36
19671007,27.93,41.53
19671008,27.98,41.71
19671009,27.98,41.88
19671010,27.98,42.06
19671011,27.98,42.25
19671012,27.98,42.44
19671013,27.98,42.63
19671014,27.98,42.82
19671015,29.97,43.02
19671016,30.07,43.22
19671017,30.07,43.43
19671018,30.07,43.64
19671019,30.07,43.87
19671020,30.07,44.09
19671021,30.07,44.31
19671022,30.07,44.53
19671023,30.07,44.74
19671024,30.07,44.94
19671025,30.07,45.15
19671026,30.07,45.35
19671027,30.07,45.54
19671028,30.07,45.74
19671029,30.36,45.94
19671030,30.93,46.12
19671031,30.93,46.30
19671101,30.93,46.45
19671102,30.93,46.60
19671103,30.93,46.75
19671104,30.93,46.91
19671105,30.93,47.06
19671106,30.93,47.21
19671107,30.93,47.37
19671108,30.97,47.51
19671109,30.98,47.67
19671110,30.98,47.82
19671111,31.40,47.97
19671112,31.40,48.12
19671113,31.40,48.27
19671114,31.40,48.42
19671115,31.40,48.56
19671116,31.40,48.70
19671117,31.40,48.83
19671118,31.40,48.96
19671119,31.40,49.10
19671120,31.40,49.24
19671121,31.40,49.38
19671122,31.40,49.52
19671123,31.40,49.66
19671124,31.43,49.80
19671125,31.43,49.93
19671126,31.43,50.07
19671127,31.43,50.20
19671128,31.43,50.34
19671129,31.43,50.48
19671130,31.43,50.62
19671201,32.00,50.76
19671202,32.18,50.90
19671203,32.18,51.04
19671204,32.18,51.18
19671205,32.29,51.31
19671206,32.29,51.44
19671207,32.29,51.58
19671208,32.29,51.72
19671209,34.81,51.86
19671210,35.04,51.99
19671211,35.19,52.12
19671212,35.19,52.25
19671213,35.19,52.38
19671214,35.40,52.51
19671215,35.64,52.64
19671216,35.65,52.78
19671217,36.04,52.91
19671218,36.06,53.03
19671219,36.10,53.15
19671220,36.11,53.27
19671221,36.26,53.40
19671222,36.26,53.52
19671223,36.26,53.65
19671224,36.26,53.78
19671225,36.26,53.91
19671226,36.26,54.04
19671227,36.27,54.16
19671228,36.27,54.29
19671229,36.27,54.41
19671230,36.42,54.53
19671231,36.45,54.65
19680101,T,0.11
19680102,T,0.22
19680103,0.07,0.34
19680104,0.07,0.47
19680105,0.35,0.59
19680106,0.47,0.71
19680107,0.47,0.83
19680108,1.40,0.95
19680109,2.67,1.07
19680110,2.68,1.19
19680111,2.68,1.31
19680112,2.68,1.44
19680113,2.68,1.56
19680114,2.68,1.69
19680115,2.68,1.81
19680116,2.68,1.94
19680117,2.68,2.07
19680118,2.73,2.19
19680119,6.14,2.32
19680120,6.25,2.45
19680121,7.89,2.58
19680122,7.89,2.71
19680123,7.89,2.84
19680124,7.89,2.96
19680125,7.89,3.09
19680126,7.89,3.22
19680127,7.89,3.35
19680128,7.89,3.48
19680129,7.89,3.61
19680130,7.95,3.74
19680131,8.02,3.87
19680201,8.63,4.00
19680202,8.63,4.12
19680203,8.63,4.23
19680204,8.63,4.35
19680205,8.63,4.45
19680206,8.63,4.57
19680207,8.63,4.69
19680208,8.63,4.80
19680209,8.63,4.92
19680210,8.66,5.04
19680211,9.11,5.15
19680212,9.11,5.27
19680213,9.22,5.38
19680214,9.28,5.50
19680215,9.32,5.62
19680216,9.32,5.74
19680217,9.84,5.87
19680218,9.84,5.99
19680219,9.84,6.10
19680220,9.84,6.21
19680221,9.85,6.32
19680222,9.89,6.44
19680223,9.89,6.55
19680224,9.89,6.66
19680225,9.89,6.76
19680226,9.89,6.87
19680227,9.89,6.97
19680228,10.01,7.08
19680229,10.01,7.08
19680301,10.01,7.19
19680302,10.07,7.30
19680303,10.07,7.41
19680304,10.07,7.52
19680305,10.87,7.64
19680306,10.90,7.75
19680307,10.90,7.86
19680308,10.90,7.96
19680309,10.90,8.07
19680310,11.02,8.17
19680311,11.06,8.27
19680312,11.06,8.36
19680313,11.06,8.46
19680314,11.06,8.55
19680315,11.06,8.65
19680316,11.06,8.75
19680317,11.08,8.84
19680318,11.08,8.94
19680319,11.08,9.03
19680320,11.41,9.12
19680321,12.58,9.22
19680322,12.93,9.33
19680323,12.93,9.44
19680324,12.93,9.54
19680325,12.93,9.66
19680326,12.93,9.77
19680327,12.93,9.88
19680328,12.93,9.99
19680329,12.93,10.09
19680330,12.93,10.18
19680331,12.93,10.28
19680401,12.93,10.37
19680402,12.93,10.46
19680403,12.93,10.55
19680404,13.00,10.65
19680405,13.00,10.75
19680406,13.00,10.85
19680407,13.03,10.95
19680408,13.11,11.05
19680409,15.69,11.15
19680410,15.69,11.25
19680411,15.69,11.36
19680412,15.71,11.47
19680413,15.72,11.58
19680414,15.72,11.68
19680415,15.72,11.78
19680416,15.72,11.89
19680417,15.72,12.00
19680418,15.72,12.11
19680419,15.72,12.23
19680420,15.72,12.34
19680421,15.74,12.45
19680422,15.81,12.56
19680423,15.82,12.67
19680424,15.82,12.79
19680425,15.82,12.90
19680426,15.82,13.02
19680427,15.82,13.14
19680428,15.95,13.27
19680429,15.95,13.40
19680430,15.95,13.53
19680501,15.95,13.67
19680502,15.95,13.81
19680503,16.33,13.95
19680504,17.00,14.09
19680505,17.00,14.24
19680506,17.00,14.38
19680507,17.00,14.53
19680508,17.51,14.68
19680509,17.61,14.83
19680510,23.96,14.96
19680511,24.94,15.10
19680512,26.26,15.24
19680513,26.26,15.37
19680514,26.26,15.51
19680515,26.26,15.66
19680516,26.26,15.80
19680517,26.52,15.95
19680518,26.52,16.09
19680519,26.52,16.23
19680520,26.52,16.38
19680521,26.52,16.54
19680522,26.52,16.71
19680523,26.52,16.87
19680524,26.52,17.04
19680525,26.52,17.22
19680526,28.38,17.40
19680527,29.18,17.58
19680528,29.19,17.76
19680529,29.19,17.94
19680530,29.19,18.11
19680531,29.19,18.28
19680601,29.19,18.47
19680602,29.21,18.67
19680603,29.35,18.87
19680604,30.01,19.07
19680605,30.01,19.29
19680606,30.01,19.52
19680607,30.01,19.74
19680608,30.01,19.98
19680609,30.01,20.21
19680610,30.01,20.46
19680611,30.01,20.71
19680612,30.33,20.98
19680613,30.33,21.25
19680614,30.33,21.51
19680615,30.49,21.77
19680616,30.51,22.03
19680617,31.24,22.29
19680618,31.47,22.55
19680619,32.02,22.81
19680620,32.46,23.05
19680621,35.78,23.29
19680622,37.33,23.53
19680623,39.04,23.77
19680624,40.33,24.01
19680625,40.33,24.24
19680626,40.37,24.47
19680627,40.37,24.69
19680628,40.37,24.92
19680629,40.37,25.15
19680630,40.37,25.38
19680701,40.37,25.58
19680702,40.46,25.78
19680703,40.49,25.98
19680704,40.49,26.17
19680705,40.49,26.36
19680706,40.49,26.54
19680707,40.49,26.72
19680708,40.49,26.90
19680709,41.37,27.08
19680710,41.37,27.24
19680711,42.17,27.39
19680712,42.26,27.54
19680713,42.26,27.69
19680714,42.26,27.84
19680715,42.26,27.99
19680716,42.55,28.13
19680717,42.55,28.26
19680718,43.00,28.40
19680719,43.63,28.54
19680720,43.63,28.68
19680721,44.57,28.81
19680722,44.57,28.93
19680723,44.57,29.06
19680724,44.57,29.18
19680725,46.20,29.30
19680726,46.51,29.43
19680727,46.51,29.56
19680728,46.51,29.68
19680729,46.51,29.80
19680730,46.86,29.92
19680731,46.86,30.04
19680801,47.14,30.18
19680802,47.14,30.32
19680803,47.14,30.45
19680804,47.21,30.58
19680805,47.32,30.72
19680806,47.32,30.86
19680807,47.35,31.00
19680808,47.35,31.15
19680809,47.35,31.30
19680810,47.35,31.45
19680811,47.35,31.59
19680812,47.35,31.72
19680813,47.35,31.86
19680814,47.42,32.00
19680815,47.42,32.14
19680816,47.42,32.29
19680817,47.42,32.45
19680818,47.42,32.62
19680819,47.42,32.79
19680820,48.66,32.97
19680821,48.66,33.16
19680822,48.66,33.34
19680823,49.68,33.53
19680824,49.69,33.73
19680825,49.70,33.92
19680826,49.70,34.11
19680827,49.70,34.31
19680828,49.70,34.50
19680829,49.70,34.69
19680830,49.70,34.89
19680831,49.76,35.10
19680901,49.76,35.29
19680902,49.98,35.48
19680903,50.12,35.67
19680904,50.20,35.86
19680905,50.66,36.05
19680906,50.66,36.23
19680907,50.66,36.43
19680908,50.70,36.63
19680909,50.71,36.83
19680910,50.71,37.04
19680911,50.71,37.25
19680912,50.71,37.46
19680913,50.72,37.66
19680914,50.97,37.85
19680915,52.02,38.03
19680916,52.19,38.20
19680917,53.63,38.36
19680918,53.63,38.51
19680919,53.63,38.66
19680920,53.63,38.81
19680921,53.63,38.97
19680922,53.63,39.11
19680923,53.63,39.26
19680924,53.63,39.41
19680925,53.63,39.57
19680926,53.63,39.72
19680927,53.63,39.88
19680928,53.63,40.02
19680929,53.63,40.17
19680930,53.63,40.31
19681001,53.63,40.47
19681002,53.63,40.63
19681003,53.63,40.82
19681004,53.63,41.00
19681005,53.78,41.18
19681006,55.36,41.36
19681007,55.36,41.53
19681008,55.58,41.71
19681009,56.81,41.88
19681010,56.81,42.06
19681011,56.81,42.25
19681012,56.81,42.44
19681013,56.81,42.63
19681014,56.81,42.82
19681015,56.81,43.02
19681016,56.81,43.22
19681017,56.81,43.43
19681018,56.81,43.64
19681019,56.81,43.87
19681020,56.81,44.09
19681021,56.81,44.31
19681022,56.87,44.53
19681023,57.48,44.74
19681024,57.54,44.94
19681025,57.54,45.15
19681026,57.54,45.35
19681027,57.54,45.54
19681028,57.54,45.74
19681029,57.54,45.94
19681030,57.54,46.12
19681031,57.54,46.30
19681101,57.54,46.45
19681102,57.54,46.60
19681103,57.76,46.75
19681104,57.76,46.91
19681105,58.61,47.06
19681106,58.67,47.21
19681107,58.67,47.37
19681108,59.05,47.51
19681109,59.05,47.67
19681110,59.08,47.82
19681111,59.08,47.97
19681112,59.08,48.12
19681113,59.08,48.27
19681114,59.08,48.42
19681115,59.21,48.56
19681116,59.31,48.70
19681117,59.31,48.83
19681118,59.31,48.96
19681119,59.31,49.10
19681120,59.31,49.24
19681121,59.31,49.38
19681122,59.31,49.52
19681123,59.31,49.66
19681124,59.31,49.80
19681125,59.31,49.93
19681126,59.31,50.07
19681127,59.49,50.20
19681128,59.49,50.34
19681129,59.54,50.48
19681130,60.25,50.62
19681201,60.25,50.76
19681202,60.30,50.90
19681203,60.32,51.04
19681204,60.32,51.18
19681205,60.32,51.31
19681206,60.32,51.44
19681207,60.32,51.58
19681208,60.32,51.72
19681209,60.32,51.86
19681210,60.32,51.99
19681211,60.32,52.12
19681212,60.70,52.25
19681213,60.70,52.38
19681214,60.70,52.51
19681215,60.70,52.64
19681216,60.70,52.78
19681217,60.70,52.91
19681218,60.90,53.03
19681219,60.90,53.15
19681220,60.91,53.27
19681221,61.05,53.40
19681222,61.25,53.52
19681223,61.25,53.65
19681224,61.25,53.78
19681225,61.25,53.91
19681226,61.25,54.04
19681227,61.27,54.16
19681228,61.27,54.29
19681229,61.27,54.41
19681230,61.44,54.53
19681231,61.44,54.65
19690101,T,0.11
19690102,0.80,0.22
19690103,0.80,0.34
19690104,0.80,0.47
19690105,0.80,0.59
19690106,0.80,0.71
19690107,0.80,0.83
19690108,0.80,0.95
19690109,0.80,1.07
19690110,0.80,1.19
19690111,0.80,1.31
19690112,0.80,1.44
19690113,0.80,1.56
19690114,0.80,1.69
19690115,0.80,1.81
19690116,2.37,1.94
19690117,2.37,2.07
19690118,2.45,2.19
19690119,2.45,2.32
19690120,2.48,2.45
19690121,2.48,2.58
19690122,2.48,2.71
19690123,2.48,2.84
19690124,2.48,2.96
19690125,2.48,3.09
19690126,2.48,3.22
19690127,2.48,3.35
19690128,2.48,3.48
19690129,2.48,3.61
19690130,2.48,3.74
19690131,2.74,3.87
19690201,2.76,4.00
19690202,2.76,4.12
19690203,2.76,4.23
19690204,2.76,4.35
19690205,2.79,4.45
19690206,2.79,4.57
19690207,2.79,4.69
19690208,2.79,4.80
19690209,2.79,4.92
19690210,2.79,5.04
19690211,2.79,5.15
19690212,2.79,5.27
19690213,3.05,5.38
19690214,4.85,5.50
19690215,4.85,5.62
19690216,4.85,5.74
19690217,4.85,5.87
19690218,4.85,5.99
19690219,4.85,6.10
19690220,5.47,6.21
19690221,8.03,6.32
19690222,8.03,6.44
19690223,8.03,6.55
19690224,8.03,6.66
19690225,8.03,6.76
19690226,8.03,6.87
19690227,8.05,6.97
19690228,8.05,7.08
19690301,8.05,7.19
19690302,8.30,7.30
19690303,8.30,7.41
19690304,8.30,7.52
19690305,8.75,7.64
19690306,8.75,7.75
19690307,8.75,7.86
19690308,8.87,7.96
19690309,8.87,8.07
19690310,8.87,8.17
19690311,8.88,8.27
19690312,9.34,8.36
19690313,9.34,8.46
19690314,9.38,8.55
19690315,10.65,8.65
19690316,10.79,8.75
19690317,10.83,8.84
19690318,10.83,8.94
19690319,10.83,9.03
19690320,10.83,9.12
19690321,10.83,9.22
19690322,10.83,9.33
19690323,11.23,9.44
19690324,11.23,9.54
19690325,11.23,9.66
19690326,11.23,9.77
19690327,11.23,9.88
19690328,11.23,9.99
19690329,11.23,10.09
19690330,11.23,10.18
19690331,11.23,10.28
19690401,11.23,10.37
19690402,11.23,10.46
19690403,11.23,10.55
19690404,11.23,10.65
19690405,11.24,10.75
19690406,11.24,10.85
19690407,11.24,10.95
19690408,11.24,11.05
19690409,11.24,11.15
19690410,11.24,11.25
19690411,11.76,11.36
19690412,13.70,11.47
19690413,13.70,11.58
19690414,13.70,11.68
19690415,13.70,11.78
19690416,13.70,11.89
19690417,13.70,12.00
19690418,13.70,12.11
19690419,13.70,12.23
19690420,13.70,12.34
19690421,13.70,12.45
19690422,13.70,12.56
19690423,13.70,12.67
19690424,13.70,12.79
19690425,13.70,12.90
19690426,13.70,13.02
19690427,14.57,13.14
19690428,14.57,13.27
19690429,14.57,13.40
19690430,14.57,13.53
19690501,14.58,13.67
19690502,14.58,13.81
19690503,15.77,13.95
19690504,15.79,14.09
19690505,16.63,14.24
19690506,16.72,14.38
19690507,16.77,14.53
19690508,16.77,14.68
19690509,16.77,14.83
19690510,16.77,14.96
19690511,16.77,15.10
19690512,16.79,15.24
19690513,17.08,15.37
19690514,17.08,15.51
19690515,18.21,15.66
19690516,19.17,15.80
19690517,19.17,15.95
19690518,19.17,16.09
19690519,19.17,16.23
19690520,19.17,16.38
19690521,19.17,16.54
19690522,19.17,16.71
19690523,19.17,16.87
19690524,19.17,17.04
19690525,19.17,17.22
19690526,19.17,17.40
19690527,19.30,17.58
19690528,19.30,17.76
19690529,19.30,17.94
19690530,19.30,18.11
19690531,19.30,18.28
19690601,19.30,18.47
19690602,19.82,18.67
19690603,20.04,18.87
19690604,21.19,19.07
19690605,21.19,19.29
19690606,21.19,19.52
19690607,21.19,19.74
19690608,21.19,19.98
19690609,21.19,20.21
19690610,21.19,20.46
19690611,21.19,20.71
19690612,21.19,20.98
19690613,21.19,21.25
19690614,21.19,21.51
19690615,21.19,21.77
19690616,21.19,22.03
19690617,21.19,22.29
19690618,21.19,22.55
19690619,21.19,22.81
19690620,21.19,23.05
19690621,21.19,23.29
19690622,21.19,23.53
19690623,21.19,23.77
19690624,21.19,24.01
19690625,21.19,24.24
19690626,21.19,24.47
19690627,21.19,24.69
19690628,21.19,24.92
19690629,21.19,25.15
19690630,21.19,25.38
19690701,21.19,25.58
19690702,21.19,25.78
19690703,21.19,25.98
19690704,21.19,26.17
19690705,21.19,26.36
19690706,21.37,26.54
19690707,21.49,26.72
19690708,21.49,26.90
19690709,21.49,27.08
19690710,21.49,27.24
19690711,21.83,27.39
19690712,21.83,27.54
19690713,21.83,27.69
19690714,21.83,27.84
19690715,22.13,27.99
19690716,22.13,28.13
19690717,23.88,28.26
19690718,23.88,28.40
19690719,23.98,28.54
19690720,24.53,28.68
19690721,24.53,28.81
19690722,24.73,28.93
19690723,25.11,29.06
19690724,25.11,29.18
19690725,25.11,29.30
19690726,25.11,29.43
19690727,25.11,29.56
19690728,25.11,29.68
19690729,25.11,29.80
19690730,25.11,29.92
19690731,25.11,30.04
19690801,25.38,30.18
19690802,25.38,30.32
19690803,25.38,30.45
19690804,25.38,30.58
19690805,25.38,30.72
19690806,25.38,30.86
19690807,25.38,31.00
19690808,25.38,31.15
19690809,25.38,31.30
19690810,25.38,31.45
19690811,25.38,31.59
19690812,25.38,31.72
19690813,25.38,31.86
19690814,25.47,32.00
19690815,25.47,32.14
19690816,25.47,32.29
19690817,25.86,32.45
19690818,25.86,32.62
19690819,25.93,32.79
19690820,26.20,32.97
19690821,26.25,33.16
19690822,26.25,33.34
19690823,26.25,33.53
19690824,26.25,33.73
19690825,26.25,33.92
19690826,26.27,34.11
19690827,26.39,34.31
19690828,27.48,34.50
19690829,27.48,34.69
19690830,27.48,34.89
19690831,27.48,35.10
19690901,28.39,35.29
19690902,28.39,35.48
19690903,28.39,35.67
19690904,28.39,35.86
19690905,28.59,36.05
19690906,28.59,36.23
19690907,28.59,36.43
19690908,28.59,36.63
19690909,28.59,36.83
19690910,28.59,37.04
19690911,28.59,37.25
19690912,28.59,37.46
19690913,28.59,37.66
19690914,28.59,37.85
19690915,29.56,38.03
19690916,29.56,38.20
19690917,29.56,38.36
19690918,30.92,38.51
19690919,31.03,38.66
19690920,31.03,38.81
19690921,31.03,38.97
19690922,31.03,39.11
19690923,31.63,39.26
19690924,31.63,39.41
19690925,31.63,39.57
19690926,31.63,39.72
19690927,31.63,39.88
19690928,31.63,40.02
19690929,31.63,40.17
19690930,31.63,40.31
19691001,31.63,40.47
19691002,31.63,40.63
19691003,31.63,40.82
19691004,31.63,41.00
19691005,31.63,41.18
19691006,31.63,41.36
19691007,31.63,41.53
19691008,31.63,41.71
19691009,31.80,41.88
19691010,32.02,42.06
19691011,32.03,42.25
19691012,33.63,42.44
19691013,33.66,42.63
19691014,33.66,42.82
19691015,33.66,43.02
19691016,33.66,43.22
19691017,33.66,43.43
19691018,33.66,43.64
19691019,33.66,43.87
19691020,33.86,44.09
19691021,33.86,44.31
19691022,33.86,44.53
19691023,33.86,44.74
19691024,33.86,44.94
19691025,33.86,45.15
19691026,33.86,45.35
19691027,33.86,45.54
19691028,33.86,45.74
19691029,33.89,45.94
19691030,35.85,46.12
19691031,36.04,46.30
19691101,36.04,46.45
19691102,36.04,46.60
19691103,36.04,46.75
19691104,36.04,46.91
19691105,36.04,47.06
19691106,36.04,47.21
19691107,36.04,47.37
19691108,36.04,47.51
19691109,36.04,47.67
19691110,36.06,47.82
19691111,36.06,47.97
19691112,36.06,48.12
19691113,36.06,48.27
19691114,36.06,48.42
19691115,36.06,48.56
19691116,36.06,48.70
19691117,36.34,48.83
19691118,37.15,48.96
19691119,37.15,49.10
19691120,37.15,49.24
19691121,37.15,49.38
19691122,37.15,49.52
19691123,37.15,49.66
19691124,37.38,49.80
19691125,37.38,49.93
19691126,37.38,50.07
19691127,37.54,50.20
19691128,37.54,50.34
19691129,37.54,50.48
19691130,37.54,50.62
19691201,37.54,50.76
19691202,37.54,50.90
19691203,37.54,51.04
19691204,37.54,51.18
19691205,40.34,51.31
19691206,41.51,51.44
19691207,41.51,51.58
19691208,41.51,51.72
19691209,41.73,51.86
19691210,41.73,51.99
19691211,41.73,52.12
19691212,41.73,52.25
19691213,41.73,52.38
19691214,41.73,52.51
19691215,41.73,52.64
19691216,41.73,52.78
19691217,41.73,52.91
19691218,41.75,53.03
19691219,41.80,53.15
19691220,41.86,53.27
19691221,41.86,53.40
19691222,41.86,53.52
19691223,41.86,53.65
19691224,41.86,53.78
19691225,41.86,53.91
19691226,41.86,54.04
19691227,41.86,54.16
19691228,41.86,54.29
19691229,41.91,54.41
19691230,42.29,54.53
19691231,42.29,54.65
19700101,0.00,0.11
19700102,0.14,0.22
19700103,0.14,0.34
19700104,0.19,0.47
19700105,1.09,0.59
19700106,1.09,0.71
19700107,1.09,0.83
19700108,1.09,0.95
19700109,1.09,1.07
19700110,1.85,1.19
19700111,1.85,1.31
19700112,1.85,1.44
19700113,1.85,1.56
19700114,1.85,1.69
19700115,1.85,1.81
19700116,2.33,1.94
19700117,2.33,2.07
19700118,2.33,2.19
19700119,2.33,2.32
19700120,2.33,2.45
19700121,2.36,2.58
19700122,2.36,2.71
19700123,2.38,2.84
19700124,2.38,2.96
19700125,2.38,3.09
19700126,2.38,3.22
19700127,2.39,3.35
19700128,2.39,3.48
19700129,2.39,3.61
19700130,2.39,3.74
19700131,2.49,3.87
19700201,3.63,4.00
19700202,3.63,4.12
19700203,3.63,4.23
19700204,3.63,4.35
19700205,3.63,4.45
19700206,3.85,4.57
19700207,3.85,4.69
19700208,4.69,4.80
19700209,4.69,4.92
19700210,4.69,5.04
19700211,4.69,5.15
19700212,4.69,5.27
19700213,4.69,5.38
19700214,4.69,5.50
19700215,5.22,5.62
19700216,5.22,5.74
19700217,5.22,5.87
19700218,5.22,5.99
19700219,5.22,6.10
19700220,5.22,6.21
19700221,5.22,6.32
19700222,5.22,6.44
19700223,5.25,6.55
19700224,5.51,6.66
19700225,5.51,6.76
19700226,5.51,6.87
